affiliate_id,affiliate_name,anomaly_type,latest_month,latest_amount,historical_avg,decline_pct,months_since_last_activity,gap_amount,feed_health_status,severity
1131,,Reconciliation Gap,2026-04,49.28,,,,,,Medium
1101,,Reconciliation Gap,2025-08,422.83,,,,,,Medium
1133,,Reconciliation Gap,2024-06,553.34,,,,,,Medium
1077,,Reconciliation Gap,2025-08,255.17,,,,,,Medium
1121,,Reconciliation Gap,2025-11,339.88,,,,,,Medium
1034,,Reconciliation Gap,2025-08,591.42,,,,,,Medium
1049,,Reconciliation Gap,2024-09,544.36,,,,,,Medium
1049,,Reconciliation Gap,2024-09,217.74,,,,,,Medium
1038,,Reconciliation Gap,2025-10,244.02,,,,,,Medium
1133,,Reconciliation Gap,2025-10,499.3,,,,,,Medium
1127,,Reconciliation Gap,2026-02,257.97,,,,,,Medium
1127,,Reconciliation Gap,2026-02,103.19,,,,,,Medium
1040,,Reconciliation Gap,2026-04,211.03,,,,,,Medium
1052,,Reconciliation Gap,2024-06,519.79,,,,,,Medium
1018,,Reconciliation Gap,2025-12,49.25,,,,,,Medium
1018,,Reconciliation Gap,2025-12,19.7,,,,,,Medium
1113,,Reconciliation Gap,2025-02,265.59,,,,,,Medium
1139,,Reconciliation Gap,2025-05,523.95,,,,,,Medium
1024,,Reconciliation Gap,2024-05,205.05,,,,,,Medium
1039,,Reconciliation Gap,2026-02,159.63,,,,,,Medium
1148,,Reconciliation Gap,2025-04,11.81,,,,,,Medium
1148,,Reconciliation Gap,2025-04,4.72,,,,,,Medium
1049,,Reconciliation Gap,2026-01,144.31,,,,,,Medium
1019,,Reconciliation Gap,2025-02,240.03,,,,,,Medium
1025,,Reconciliation Gap,2025-10,35.22,,,,,,Medium
1010,,Reconciliation Gap,2024-02,400.92,,,,,,Medium
1013,,Reconciliation Gap,2026-04,197.71,,,,,,Medium
1039,,Reconciliation Gap,2024-09,473.2,,,,,,Medium
1039,,Reconciliation Gap,2024-09,189.28,,,,,,Medium
1049,,Reconciliation Gap,2024-02,404.37,,,,,,Medium
1122,,Reconciliation Gap,2025-11,582.98,,,,,,Medium
1147,,Reconciliation Gap,2025-02,288.15,,,,,,Medium
1055,,Reconciliation Gap,2025-06,77.11,,,,,,Medium
1137,,Reconciliation Gap,2025-10,595.13,,,,,,Medium
1137,,Reconciliation Gap,2025-10,238.05,,,,,,Medium
1026,,Reconciliation Gap,2024-03,463.83,,,,,,Medium
1093,,Reconciliation Gap,2026-02,51.26,,,,,,Medium
1113,,Reconciliation Gap,2024-03,383.75,,,,,,Medium
1033,,Reconciliation Gap,2025-02,158.92,,,,,,Medium
1098,,Reconciliation Gap,2024-07,191.83,,,,,,Medium
1111,,Reconciliation Gap,2024-10,11.43,,,,,,Medium
1015,,Reconciliation Gap,2026-01,138.8,,,,,,Medium
1123,,Reconciliation Gap,2025-10,483.51,,,,,,Medium
1132,,Reconciliation Gap,2025-04,350.95,,,,,,Medium
1036,,Reconciliation Gap,2024-11,113.04,,,,,,Medium
1147,,Reconciliation Gap,2024-10,456.67,,,,,,Medium
1124,,Reconciliation Gap,2025-06,70.0,,,,,,Medium
1124,,Reconciliation Gap,2025-06,28.0,,,,,,Medium
1098,,Reconciliation Gap,2024-01,363.99,,,,,,Medium
1017,,Reconciliation Gap,2024-11,422.23,,,,,,Medium
1138,,Reconciliation Gap,2025-12,533.54,,,,,,Medium
1010,,Reconciliation Gap,2024-12,347.33,,,,,,Medium
1088,,Reconciliation Gap,2025-04,103.06,,,,,,Medium
1090,,Reconciliation Gap,2024-08,89.59,,,,,,Medium
1001,,Reconciliation Gap,2025-09,193.39,,,,,,Medium
1111,,Reconciliation Gap,2026-01,274.59,,,,,,Medium
1111,,Reconciliation Gap,2026-01,109.83,,,,,,Medium
1129,,Reconciliation Gap,2026-02,209.39,,,,,,Medium
1104,,Reconciliation Gap,2025-11,-53.49,,,,,,Medium
1105,,Reconciliation Gap,2024-08,427.01,,,,,,Medium
1140,,Reconciliation Gap,2025-03,64.68,,,,,,Medium
1034,,Reconciliation Gap,2024-07,20.8,,,,,,Medium
1052,,Reconciliation Gap,2026-01,568.77,,,,,,Medium
1053,,Reconciliation Gap,2024-05,307.99,,,,,,Medium
1022,,Reconciliation Gap,2025-04,410.56,,,,,,Medium
1101,,Reconciliation Gap,2026-01,257.49,,,,,,Medium
1033,,Reconciliation Gap,2024-01,284.48,,,,,,Medium
1125,,Reconciliation Gap,2024-05,328.0,,,,,,Medium
1034,,Reconciliation Gap,2025-09,419.67,,,,,,Medium
1015,,Reconciliation Gap,2025-10,439.49,,,,,,Medium
1004,,Reconciliation Gap,2025-01,531.29,,,,,,Medium
1123,,Reconciliation Gap,2025-12,79.52,,,,,,Medium
1003,,Reconciliation Gap,2025-03,8.91,,,,,,Medium
1033,,Reconciliation Gap,2024-08,4.19,,,,,,Medium
1033,,Reconciliation Gap,2024-08,1.67,,,,,,Medium
1040,,Reconciliation Gap,2024-12,484.61,,,,,,Medium
1029,,Reconciliation Gap,2024-01,519.02,,,,,,Medium
1024,,Reconciliation Gap,2026-03,257.2,,,,,,Medium
1070,,Reconciliation Gap,2024-09,125.79,,,,,,Medium
1015,,Reconciliation Gap,2025-02,62.0,,,,,,Medium
1147,,Reconciliation Gap,2024-10,175.86,,,,,,Medium
1140,,Reconciliation Gap,2025-05,245.81,,,,,,Medium
1036,,Reconciliation Gap,2024-01,352.84,,,,,,Medium
1004,,Reconciliation Gap,2026-04,246.25,,,,,,Medium
1039,,Reconciliation Gap,2024-12,502.28,,,,,,Medium
1150,,Reconciliation Gap,2024-05,397.24,,,,,,Medium
1150,,Reconciliation Gap,2024-05,158.9,,,,,,Medium
1105,,Reconciliation Gap,2025-10,184.24,,,,,,Medium
1150,,Reconciliation Gap,2025-05,597.05,,,,,,Medium
1040,,Reconciliation Gap,2025-01,30.42,,,,,,Medium
1034,,Reconciliation Gap,2024-11,305.16,,,,,,Medium
1124,,Reconciliation Gap,2025-07,108.36,,,,,,Medium
1123,,Reconciliation Gap,2024-01,581.7,,,,,,Medium
1123,,Reconciliation Gap,2024-01,424.75,,,,,,Medium
1015,,Reconciliation Gap,2026-04,540.9,,,,,,Medium
1150,,Reconciliation Gap,2025-12,461.48,,,,,,Medium
1008,,Reconciliation Gap,2026-01,476.59,,,,,,Medium
1131,,Reconciliation Gap,2024-03,66.42,,,,,,Medium
1125,,Reconciliation Gap,2024-01,425.91,,,,,,Medium
1101,,Reconciliation Gap,2024-11,460.81,,,,,,Medium
1125,,Reconciliation Gap,2024-12,580.87,,,,,,Medium
1021,,Reconciliation Gap,2025-11,557.2,,,,,,Medium
1087,,Reconciliation Gap,2025-09,466.67,,,,,,Medium
1105,,Reconciliation Gap,2025-11,449.63,,,,,,Medium
1121,,Reconciliation Gap,2025-09,433.61,,,,,,Medium
1088,,Reconciliation Gap,2026-01,72.31,,,,,,Medium
1138,,Reconciliation Gap,2025-08,530.6,,,,,,Medium
1073,,Reconciliation Gap,2024-02,547.64,,,,,,Medium
1073,,Reconciliation Gap,2024-02,219.06,,,,,,Medium
1121,,Reconciliation Gap,2026-04,89.46,,,,,,Medium
1133,,Reconciliation Gap,2025-02,308.74,,,,,,Medium
1050,,Reconciliation Gap,2025-04,239.07,,,,,,Medium
1003,,Reconciliation Gap,2025-04,-144.23,,,,,,Medium
1140,,Reconciliation Gap,2026-03,167.82,,,,,,Medium
1070,,Reconciliation Gap,2024-04,510.37,,,,,,Medium
1036,,Reconciliation Gap,2024-05,232.9,,,,,,Medium
1068,,Reconciliation Gap,2026-04,214.41,,,,,,Medium
1055,,Reconciliation Gap,2024-12,348.89,,,,,,Medium
1055,,Reconciliation Gap,2024-12,139.56,,,,,,Medium
1127,,Reconciliation Gap,2025-04,487.89,,,,,,Medium
1117,,Reconciliation Gap,2025-04,305.66,,,,,,Medium
1144,,Reconciliation Gap,2024-03,228.6,,,,,,Medium
1070,,Reconciliation Gap,2025-05,505.0,,,,,,Medium
1144,,Reconciliation Gap,2026-04,412.81,,,,,,Medium
1147,,Reconciliation Gap,2024-11,395.41,,,,,,Medium
1045,,Reconciliation Gap,2025-08,96.14,,,,,,Medium
1061,,Reconciliation Gap,2024-08,542.75,,,,,,Medium
1125,,Reconciliation Gap,2025-11,460.08,,,,,,Medium
1026,,Reconciliation Gap,2024-11,119.35,,,,,,Medium
1073,,Reconciliation Gap,2024-10,374.78,,,,,,Medium
1026,,Reconciliation Gap,2024-09,162.53,,,,,,Medium
1073,,Reconciliation Gap,2025-08,147.71,,,,,,Medium
1008,,Reconciliation Gap,2024-02,26.97,,,,,,Medium
1070,,Reconciliation Gap,2026-03,217.87,,,,,,Medium
1034,,Reconciliation Gap,2025-07,339.32,,,,,,Medium
1034,,Reconciliation Gap,2025-07,135.73,,,,,,Medium
1003,,Reconciliation Gap,2024-11,20.22,,,,,,Medium
1033,,Reconciliation Gap,2025-10,144.02,,,,,,Medium
1061,,Reconciliation Gap,2025-07,417.75,,,,,,Medium
1086,,Reconciliation Gap,2026-04,563.9,,,,,,Medium
1045,,Reconciliation Gap,2025-03,6.45,,,,,,Medium
1146,,Reconciliation Gap,2026-03,131.79,,,,,,Medium
1039,,Reconciliation Gap,2026-01,361.36,,,,,,Medium
1121,,Reconciliation Gap,2025-12,445.74,,,,,,Medium
1029,,Reconciliation Gap,2025-07,12.88,,,,,,Medium
1029,,Reconciliation Gap,2025-07,5.15,,,,,,Medium
1146,,Reconciliation Gap,2025-02,64.75,,,,,,Medium
1111,,Reconciliation Gap,2026-01,42.61,,,,,,Medium
1041,,Reconciliation Gap,2024-08,153.58,,,,,,Medium
1034,,Reconciliation Gap,2025-01,111.44,,,,,,Medium
1147,,Reconciliation Gap,2025-08,441.48,,,,,,Medium
1147,,Reconciliation Gap,2025-08,176.59,,,,,,Medium
1140,,Reconciliation Gap,2024-05,69.7,,,,,,Medium
1140,,Reconciliation Gap,2024-05,27.88,,,,,,Medium
1008,,Reconciliation Gap,2025-07,77.74,,,,,,Medium
1058,,Reconciliation Gap,2025-04,468.19,,,,,,Medium
1124,,Reconciliation Gap,2025-03,474.1,,,,,,Medium
1124,,Reconciliation Gap,2025-03,189.64,,,,,,Medium
1141,,Reconciliation Gap,2026-04,-416.99,,,,,,Medium
1036,,Reconciliation Gap,2025-08,333.16,,,,,,Medium
1036,,Reconciliation Gap,2025-08,133.26,,,,,,Medium
1026,,Reconciliation Gap,2025-05,246.49,,,,,,Medium
1004,,Reconciliation Gap,2026-04,570.61,,,,,,Medium
1074,,Reconciliation Gap,2025-01,277.97,,,,,,Medium
1116,,Reconciliation Gap,2025-07,158.37,,,,,,Medium
1057,,Reconciliation Gap,2024-11,-288.43,,,,,,Medium
1018,,Reconciliation Gap,2025-09,309.58,,,,,,Medium
1070,,Reconciliation Gap,2025-02,314.67,,,,,,Medium
1029,,Reconciliation Gap,2025-12,432.43,,,,,,Medium
1101,,Reconciliation Gap,2024-01,206.61,,,,,,Medium
1101,,Reconciliation Gap,2024-01,82.64,,,,,,Medium
1090,,Reconciliation Gap,2025-06,8.82,,,,,,Medium
1092,,Reconciliation Gap,2024-11,599.68,,,,,,Medium
1092,,Reconciliation Gap,2024-11,239.87,,,,,,Medium
1122,,Reconciliation Gap,2024-05,528.37,,,,,,Medium
1147,,Reconciliation Gap,2024-08,589.83,,,,,,Medium
1004,,Reconciliation Gap,2025-08,363.35,,,,,,Medium
1004,,Reconciliation Gap,2025-08,145.34,,,,,,Medium
1150,,Reconciliation Gap,2025-04,3.2,,,,,,Medium
1021,,Reconciliation Gap,2024-06,26.05,,,,,,Medium
1112,,Reconciliation Gap,2024-02,172.78,,,,,,Medium
1101,,Reconciliation Gap,2025-01,273.17,,,,,,Medium
1144,,Reconciliation Gap,2024-12,584.73,,,,,,Medium
1001,,Reconciliation Gap,2025-11,282.72,,,,,,Medium
1005,,Reconciliation Gap,2024-01,224.9,,,,,,Medium
1034,,Reconciliation Gap,2025-12,-410.4,,,,,,Medium
1037,,Reconciliation Gap,2025-04,220.27,,,,,,Medium
1105,,Reconciliation Gap,2025-10,139.97,,,,,,Medium
1104,,Reconciliation Gap,2024-09,499.27,,,,,,Medium
1147,,Reconciliation Gap,2026-02,445.84,,,,,,Medium
1092,,Reconciliation Gap,2024-04,211.16,,,,,,Medium
1147,,Reconciliation Gap,2024-04,540.52,,,,,,Medium
1147,,Reconciliation Gap,2024-04,216.21,,,,,,Medium
1101,,Reconciliation Gap,2026-03,451.58,,,,,,Medium
1104,,Reconciliation Gap,2025-06,71.34,,,,,,Medium
1122,,Reconciliation Gap,2024-12,299.1,,,,,,Medium
1141,,Reconciliation Gap,2026-03,219.49,,,,,,Medium
1017,,Reconciliation Gap,2024-10,353.97,,,,,,Medium
1074,,Reconciliation Gap,2025-02,104.62,,,,,,Medium
1055,,Reconciliation Gap,2024-01,340.05,,,,,,Medium
1086,,Reconciliation Gap,2024-11,89.35,,,,,,Medium
1022,,Reconciliation Gap,2025-12,577.77,,,,,,Medium
1022,,Reconciliation Gap,2025-12,231.11,,,,,,Medium
1053,,Reconciliation Gap,2025-11,-256.01,,,,,,Medium
1072,,Reconciliation Gap,2024-08,491.56,,,,,,Medium
1024,,Reconciliation Gap,2025-11,127.76,,,,,,Medium
1140,,Reconciliation Gap,2025-12,562.35,,,,,,Medium
1033,,Reconciliation Gap,2025-11,515.41,,,,,,Medium
1116,,Reconciliation Gap,2024-01,202.63,,,,,,Medium
1128,,Reconciliation Gap,2025-05,553.03,,,,,,Medium
1015,,Reconciliation Gap,2025-04,583.12,,,,,,Medium
1070,,Reconciliation Gap,2024-01,178.58,,,,,,Medium
1113,,Reconciliation Gap,2024-09,410.11,,,,,,Medium
1113,,Reconciliation Gap,2024-09,164.04,,,,,,Medium
1116,,Reconciliation Gap,2025-07,30.83,,,,,,Medium
1038,,Reconciliation Gap,2025-04,518.9,,,,,,Medium
1140,,Reconciliation Gap,2025-04,354.83,,,,,,Medium
1064,,Reconciliation Gap,2024-12,308.85,,,,,,Medium
1064,,Reconciliation Gap,2024-12,123.54,,,,,,Medium
1133,,Reconciliation Gap,2026-01,561.53,,,,,,Medium
1133,,Reconciliation Gap,2026-01,224.61,,,,,,Medium
1073,,Reconciliation Gap,2025-03,111.24,,,,,,Medium
1150,,Reconciliation Gap,2024-08,152.57,,,,,,Medium
1150,,Reconciliation Gap,2024-08,61.03,,,,,,Medium
1122,,Reconciliation Gap,2026-03,178.53,,,,,,Medium
1075,,Reconciliation Gap,2024-05,552.87,,,,,,Medium
1092,,Reconciliation Gap,2025-12,81.56,,,,,,Medium
1092,,Reconciliation Gap,2025-12,32.62,,,,,,Medium
1141,,Reconciliation Gap,2024-12,368.94,,,,,,Medium
1021,,Reconciliation Gap,2024-02,80.96,,,,,,Medium
1052,,Reconciliation Gap,2024-08,502.61,,,,,,Medium
1052,,Reconciliation Gap,2024-08,201.04,,,,,,Medium
1114,,Reconciliation Gap,2025-07,249.78,,,,,,Medium
1077,,Reconciliation Gap,2024-07,517.29,,,,,,Medium
1041,,Reconciliation Gap,2025-12,11.07,,,,,,Medium
1124,,Reconciliation Gap,2025-02,251.18,,,,,,Medium
1119,,Reconciliation Gap,2025-06,242.3,,,,,,Medium
1064,,Reconciliation Gap,2025-06,558.23,,,,,,Medium
1037,,Reconciliation Gap,2024-05,47.93,,,,,,Medium
1087,,Reconciliation Gap,2025-08,27.3,,,,,,Medium
1087,,Reconciliation Gap,2025-08,10.92,,,,,,Medium
1132,,Reconciliation Gap,2026-02,-187.82,,,,,,Medium
1123,,Reconciliation Gap,2025-04,530.35,,,,,,Medium
1046,,Reconciliation Gap,2026-04,371.09,,,,,,Medium
1036,,Reconciliation Gap,2026-02,97.71,,,,,,Medium
1121,,Reconciliation Gap,2024-10,78.25,,,,,,Medium
1088,,Reconciliation Gap,2025-03,566.98,,,,,,Medium
1029,,Reconciliation Gap,2025-04,443.92,,,,,,Medium
1029,,Reconciliation Gap,2025-04,177.57,,,,,,Medium
1104,,Reconciliation Gap,2024-08,499.12,,,,,,Medium
1093,,Reconciliation Gap,2025-11,323.32,,,,,,Medium
1138,,Reconciliation Gap,2025-05,147.52,,,,,,Medium
1138,,Reconciliation Gap,2025-05,59.01,,,,,,Medium
1104,,Reconciliation Gap,2025-10,429.02,,,,,,Medium
1122,,Reconciliation Gap,2025-12,351.45,,,,,,Medium
1046,,Reconciliation Gap,2024-06,331.57,,,,,,Medium
1004,,Reconciliation Gap,2025-12,100.02,,,,,,Medium
1073,,Reconciliation Gap,2024-12,175.99,,,,,,Medium
1147,,Reconciliation Gap,2025-08,477.97,,,,,,Medium
1147,,Reconciliation Gap,2025-08,191.19,,,,,,Medium
1113,,Reconciliation Gap,2025-07,512.65,,,,,,Medium
1061,,Reconciliation Gap,2025-10,-277.49,,,,,,Medium
1074,,Reconciliation Gap,2025-09,8.57,,,,,,Medium
1074,,Reconciliation Gap,2025-09,3.43,,,,,,Medium
1099,,Reconciliation Gap,2026-02,138.89,,,,,,Medium
1148,,Reconciliation Gap,2024-10,327.76,,,,,,Medium
1101,,Reconciliation Gap,2024-01,396.39,,,,,,Medium
1055,,Reconciliation Gap,2025-08,504.58,,,,,,Medium
1058,,Reconciliation Gap,2025-05,249.02,,,,,,Medium
1017,,Reconciliation Gap,2026-01,30.7,,,,,,Medium
1017,,Reconciliation Gap,2026-01,12.28,,,,,,Medium
1117,,Reconciliation Gap,2024-04,520.62,,,,,,Medium
1098,,Reconciliation Gap,2025-10,-34.37,,,,,,Medium
1098,,Reconciliation Gap,2025-10,13.75,,,,,,Medium
1022,,Reconciliation Gap,2026-04,133.03,,,,,,Medium
1092,,Reconciliation Gap,2024-01,79.76,,,,,,Medium
1105,,Reconciliation Gap,2024-11,555.79,,,,,,Medium
1111,,Reconciliation Gap,2025-11,539.04,,,,,,Medium
1133,,Reconciliation Gap,2025-01,585.82,,,,,,Medium
1050,,Reconciliation Gap,2024-05,338.98,,,,,,Medium
1081,,Reconciliation Gap,2024-03,336.59,,,,,,Medium
1025,,Reconciliation Gap,2024-05,485.88,,,,,,Medium
1122,,Reconciliation Gap,2024-06,465.47,,,,,,Medium
1015,,Reconciliation Gap,2025-10,426.59,,,,,,Medium
1064,,Reconciliation Gap,2024-11,91.49,,,,,,Medium
1026,,Reconciliation Gap,2025-10,232.97,,,,,,Medium
1119,,Reconciliation Gap,2024-05,181.86,,,,,,Medium
1050,,Reconciliation Gap,2026-01,562.47,,,,,,Medium
1061,,Reconciliation Gap,2026-01,422.08,,,,,,Medium
1064,,Reconciliation Gap,2025-08,152.18,,,,,,Medium
1006,,Reconciliation Gap,2026-01,498.7,,,,,,Medium
1127,,Reconciliation Gap,2025-12,18.58,,,,,,Medium
1127,,Reconciliation Gap,2025-12,7.43,,,,,,Medium
1140,,Reconciliation Gap,2024-06,196.64,,,,,,Medium
1018,,Reconciliation Gap,2024-07,480.45,,,,,,Medium
1117,,Reconciliation Gap,2025-04,43.52,,,,,,Medium
1148,,Reconciliation Gap,2025-04,257.94,,,,,,Medium
1025,,Reconciliation Gap,2026-02,72.11,,,,,,Medium
1150,,Reconciliation Gap,2025-05,52.44,,,,,,Medium
1070,,Reconciliation Gap,2024-02,99.75,,,,,,Medium
1139,,Reconciliation Gap,2025-12,44.47,,,,,,Medium
1034,,Reconciliation Gap,2024-04,495.14,,,,,,Medium
1119,,Reconciliation Gap,2024-03,403.24,,,,,,Medium
1150,,Reconciliation Gap,2024-04,266.76,,,,,,Medium
1137,,Reconciliation Gap,2025-05,34.67,,,,,,Medium
1015,,Reconciliation Gap,2024-03,9.28,,,,,,Medium
1018,,Reconciliation Gap,2024-04,532.99,,,,,,Medium
1005,,Reconciliation Gap,2024-09,434.0,,,,,,Medium
1052,,Reconciliation Gap,2026-03,159.94,,,,,,Medium
1053,,Reconciliation Gap,2025-05,462.54,,,,,,Medium
1075,,Reconciliation Gap,2025-01,425.22,,,,,,Medium
1087,,Reconciliation Gap,2024-04,238.14,,,,,,Medium
1117,,Reconciliation Gap,2024-04,392.26,,,,,,Medium
1117,,Reconciliation Gap,2024-04,156.91,,,,,,Medium
1101,,Reconciliation Gap,2024-07,456.42,,,,,,Medium
1013,,Reconciliation Gap,2025-02,522.11,,,,,,Medium
1092,,Reconciliation Gap,2025-02,239.84,,,,,,Medium
1052,,Reconciliation Gap,2025-12,278.07,,,,,,Medium
1121,,Reconciliation Gap,2026-03,18.29,,,,,,Medium
1010,,Reconciliation Gap,2025-03,120.75,,,,,,Medium
1092,,Reconciliation Gap,2025-07,467.54,,,,,,Medium
1122,,Reconciliation Gap,2024-07,374.77,,,,,,Medium
1001,,Reconciliation Gap,2025-05,113.94,,,,,,Medium
1148,,Reconciliation Gap,2025-12,225.87,,,,,,Medium
1148,,Reconciliation Gap,2025-12,90.35,,,,,,Medium
1136,,Reconciliation Gap,2025-08,573.0,,,,,,Medium
1121,,Reconciliation Gap,2026-03,451.22,,,,,,Medium
1125,,Reconciliation Gap,2024-07,239.34,,,,,,Medium
1050,,Reconciliation Gap,2024-01,21.94,,,,,,Medium
1121,,Reconciliation Gap,2025-02,254.1,,,,,,Medium
1057,,Reconciliation Gap,2025-02,140.46,,,,,,Medium
1021,,Reconciliation Gap,2024-12,208.76,,,,,,Medium
1024,,Reconciliation Gap,2025-01,309.25,,,,,,Medium
1057,,Reconciliation Gap,2026-03,49.98,,,,,,Medium
1045,,Reconciliation Gap,2024-03,45.93,,,,,,Medium
1005,,Reconciliation Gap,2025-01,47.99,,,,,,Medium
1004,,Reconciliation Gap,2024-12,205.52,,,,,,Medium
1055,,Reconciliation Gap,2026-01,240.45,,,,,,Medium
1055,,Reconciliation Gap,2026-01,96.18,,,,,,Medium
1049,,Reconciliation Gap,2025-04,55.98,,,,,,Medium
1146,,Reconciliation Gap,2025-10,412.38,,,,,,Medium
1146,,Reconciliation Gap,2026-03,255.84,,,,,,Medium
1018,,Reconciliation Gap,2025-02,387.01,,,,,,Medium
1046,,Reconciliation Gap,2025-01,480.42,,,,,,Medium
1019,,Reconciliation Gap,2026-01,523.69,,,,,,Medium
1086,,Reconciliation Gap,2025-08,196.59,,,,,,Medium
1129,,Reconciliation Gap,2024-09,20.05,,,,,,Medium
1081,,Reconciliation Gap,2025-07,70.32,,,,,,Medium
1004,,Reconciliation Gap,2024-10,490.21,,,,,,Medium
1112,,Reconciliation Gap,2024-02,11.82,,,,,,Medium
1073,,Reconciliation Gap,2024-12,526.07,,,,,,Medium
1077,,Reconciliation Gap,2024-10,368.8,,,,,,Medium
1017,,Reconciliation Gap,2025-12,419.65,,,,,,Medium
1036,,Reconciliation Gap,2024-01,580.42,,,,,,Medium
1015,,Reconciliation Gap,2024-07,164.36,,,,,,Medium
1071,,Reconciliation Gap,2024-07,142.46,,,,,,Medium
1125,,Reconciliation Gap,2026-04,99.48,,,,,,Medium
1018,,Reconciliation Gap,2024-02,56.57,,,,,,Medium
1025,,Reconciliation Gap,2024-10,382.66,,,,,,Medium
1050,,Reconciliation Gap,2024-10,524.69,,,,,,Medium
1061,,Reconciliation Gap,2025-12,552.8,,,,,,Medium
1052,,Reconciliation Gap,2025-12,211.99,,,,,,Medium
1124,,Reconciliation Gap,2025-10,129.93,,,,,,Medium
1077,,Reconciliation Gap,2025-11,296.44,,,,,,Medium
1077,,Reconciliation Gap,2025-11,118.57,,,,,,Medium
1072,,Reconciliation Gap,2024-10,383.24,,,,,,Medium
1072,,Reconciliation Gap,2024-10,153.29,,,,,,Medium
1015,,Reconciliation Gap,2025-04,575.97,,,,,,Medium
1016,,Reconciliation Gap,2025-05,437.31,,,,,,Medium
1068,,Reconciliation Gap,2024-09,154.61,,,,,,Medium
1129,,Reconciliation Gap,2024-09,38.56,,,,,,Medium
1068,,Reconciliation Gap,2024-08,575.87,,,,,,Medium
1140,,Reconciliation Gap,2025-12,112.87,,,,,,Medium
1064,,Reconciliation Gap,2025-11,503.67,,,,,,Medium
1126,,Reconciliation Gap,2024-05,380.43,,,,,,Medium
1034,,Reconciliation Gap,2026-02,390.76,,,,,,Medium
1034,,Reconciliation Gap,2025-02,291.13,,,,,,Medium
1034,,Reconciliation Gap,2025-02,116.45,,,,,,Medium
1029,,Reconciliation Gap,2025-03,-217.95,,,,,,Medium
1128,,Reconciliation Gap,2025-04,40.25,,,,,,Medium
1026,,Reconciliation Gap,2026-02,-431.07,,,,,,Medium
1112,,Reconciliation Gap,2026-02,450.19,,,,,,Medium
1052,,Reconciliation Gap,2025-06,466.59,,,,,,Medium
1099,,Reconciliation Gap,2024-08,100.62,,,,,,Medium
1006,,Reconciliation Gap,2025-06,142.66,,,,,,Medium
1148,,Reconciliation Gap,2025-05,434.22,,,,,,Medium
1037,,Reconciliation Gap,2025-02,210.2,,,,,,Medium
1037,,Reconciliation Gap,2025-02,84.08,,,,,,Medium
1071,,Reconciliation Gap,2024-05,257.67,,,,,,Medium
1131,,Reconciliation Gap,2024-06,302.53,,,,,,Medium
1128,,Reconciliation Gap,2024-01,515.81,,,,,,Medium
1025,,Reconciliation Gap,2024-03,-113.58,,,,,,Medium
1025,,Reconciliation Gap,2024-03,45.43,,,,,,Medium
1088,,Reconciliation Gap,2024-12,105.17,,,,,,Medium
1088,,Reconciliation Gap,2024-12,42.07,,,,,,Medium
1006,,Reconciliation Gap,2026-02,465.73,,,,,,Medium
1049,,Reconciliation Gap,2024-03,261.03,,,,,,Medium
1092,,Reconciliation Gap,2025-01,75.5,,,,,,Medium
1138,,Reconciliation Gap,2025-08,590.11,,,,,,Medium
1041,,Reconciliation Gap,2026-01,554.68,,,,,,Medium
1116,,Reconciliation Gap,2024-08,132.22,,,,,,Medium
1150,,Reconciliation Gap,2024-06,464.56,,,,,,Medium
1046,,Reconciliation Gap,2025-11,108.09,,,,,,Medium
1049,,Reconciliation Gap,2026-01,284.24,,,,,,Medium
1001,,Reconciliation Gap,2025-12,351.48,,,,,,Medium
1006,,Reconciliation Gap,2026-01,268.85,,,,,,Medium
1040,,Reconciliation Gap,2025-10,376.98,,,,,,Medium
1040,,Reconciliation Gap,2025-10,150.79,,,,,,Medium
1017,,Reconciliation Gap,2025-01,388.29,,,,,,Medium
1017,,Reconciliation Gap,2025-01,155.31,,,,,,Medium
1130,,Reconciliation Gap,2026-03,427.24,,,,,,Medium
1022,,Reconciliation Gap,2025-03,343.89,,,,,,Medium
1137,,Reconciliation Gap,2024-10,223.29,,,,,,Medium
1148,,Reconciliation Gap,2024-04,222.17,,,,,,Medium
1136,,Reconciliation Gap,2025-03,175.4,,,,,,Medium
1104,,Reconciliation Gap,2025-10,581.91,,,,,,Medium
1104,,Reconciliation Gap,2025-10,232.76,,,,,,Medium
1025,,Reconciliation Gap,2025-07,130.0,,,,,,Medium
1133,,Reconciliation Gap,2025-04,548.44,,,,,,Medium
1045,,Reconciliation Gap,2025-12,224.95,,,,,,Medium
1129,,Reconciliation Gap,2024-12,479.23,,,,,,Medium
1025,,Reconciliation Gap,2024-01,239.18,,,,,,Medium
1092,,Reconciliation Gap,2025-02,388.62,,,,,,Medium
1018,,Reconciliation Gap,2026-04,342.02,,,,,,Medium
1129,,Reconciliation Gap,2026-01,370.34,,,,,,Medium
1129,,Reconciliation Gap,2026-01,148.14,,,,,,Medium
1112,,Reconciliation Gap,2024-06,93.74,,,,,,Medium
1146,,Reconciliation Gap,2024-10,125.52,,,,,,Medium
1053,,Reconciliation Gap,2024-12,550.38,,,,,,Medium
1072,,Reconciliation Gap,2025-02,218.97,,,,,,Medium
1112,,Reconciliation Gap,2025-06,295.63,,,,,,Medium
1004,,Reconciliation Gap,2026-01,484.48,,,,,,Medium
1046,,Reconciliation Gap,2024-12,442.16,,,,,,Medium
1038,,Reconciliation Gap,2026-01,124.69,,,,,,Medium
